animal,epoch,cell_num,Var4_1,Var4_2,Var4_3,Var4_4,Var4_5,Var4_6,Var4_7,Var4_8,Var4_9,Var4_10,Var4_11,Var4_12,Var4_13,Var4_14,Var4_15,Var4_16,Var4_17,Var4_18,Var4_19,Var4_20,Var4_21,Var4_22,Var4_23,Var4_24,Var4_25,Var4_26,Var4_27,Var4_28,Var4_29,Var4_30,Var4_31,Var4_32,Var4_33,Var4_34,Var4_35,Var4_36,Var4_37,Var4_38,Var4_39,Var4_40,Var4_41,Var4_42,Var4_43,Var4_44,Var4_45,Var4_46,Var4_47,Var4_48,Var4_49,Var4_50,Var4_51,Var4_52,Var4_53,Var4_54,Var4_55,Var4_56,Var4_57,Var4_58,Var4_59,Var4_60,Var4_61,Var4_62,Var4_63,Var4_64,Var4_65,Var4_66,Var4_67,Var4_68,Var4_69,Var4_70,Var4_71,Var4_72,Var4_73,Var4_74,Var4_75,Var4_76,Var4_77,Var4_78,Var4_79,Var4_80,Var4_81,Var4_82,Var4_83,Var4_84,Var4_85,Var4_86,Var4_87,Var4_88,Var4_89,Var4_90,Var4_91,Var4_92,Var4_93,Var4_94,Var4_95,Var4_96,Var4_97,Var4_98,Var4_99,Var4_100,Var4_101,Var4_102,Var4_103,Var4_104,Var4_105,Var4_106,Deviation_Score,P_val
485,2,23,0.535570029999999,0.857370084000001,0.367185739,2.27897878,-1.352844163,-0.299205560999999,-0.682841545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0309400231279141,71.9
485,2,24,8.08287775,2.27424147,1.041231946,0.0312843520000001,-4.9810556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116493938241944,80.3
485,2,25,-0.0112648289999999,8.08287775,-0.0961187279999987,4.10309019,-0.0707931249999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.233294331697807,45.8
485,2,26,0.535570029999999,-0.220619382000001,2.25556778,0.87900602,-0.227680736,29.86444537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0396555027374848,73.8
485,2,27,-0.014561681,36.8569469,38.47326472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.36693947552793,99.8
485,2,28,-1.683025539,-0.393660846,-0.0533149169999998,-0.539976453000001,-8.2195991,-0.871732313000001,-0.29827214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.585994643085166,11.1
485,2,29,-1.335618646,3.071277483,-0.100584216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.297111258582702,37.5
485,2,30,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
485,2,31,-3.09011253,0.857370084000001,1.720304606,-0.0507884889999985,-0.0961187279999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.260171329882542,41.9
485,2,32,-0.393660846,0.773561267,2.25556778,-8.2195991,0.0888678939999998,-0.227680736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.333365194085128,38.3
485,2,33,-0.775687889,-4.4824472,1.040003487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.417979189370466,16
485,2,34,0.16353737,0.316520487,3.36796237,-0.29827214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.271573533417703,54.2
485,2,35,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
485,2,36,-1.62192002,-1.335618646,2.25556778,-0.100584216,-0.119343880000001,3.31679894,8.236601634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.270479381408355,33.1
485,2,37,-1.070261669,-1.204290784,0.0382298469999984,-3.39782134,0.196478466999999,0.0668838300000001,3.765988829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.198297350229277,51.9
485,2,38,-0.220619382000001,-0.536902142999999,3.071277483,0.0888678939999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.384243052206287,39.4
485,2,39,3.071277483,-0.0838926630000003,0.719641837999999,-0.762592819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.234518063810968,58.4
485,2,40,6.40521743,19.14100973,31.45736847,-0.529043305,5.02940968,0.37165465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15641934927551,96.8
485,2,41,-1.011510863,29.86444537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69048650831777,89.5
485,3,1,0.315788252,-1.2529014,0.529464209,1.337399818,-0.865436580999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.593675595914232,82.3
485,3,2,-1.605859974,5.125507565,-0.126824506,-0.0554554839999994,-0.224678131,1.246599998,24.56485757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.179055897270564,41.3
485,3,3,-0.874237983,0.397029785,0.801831718,0.350636276,1.964680367,-0.591732703,0.635477125,0.841943644,-0.175593884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21122051337766,90.2
485,3,4,-2.322533576,1.496627603,-0.504742878,1.151693161,0.291592371,0.130147691,0.334555334,-1.67767036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.486277051811923,75.6
485,3,5,-0.535611651,-2.692613406,-0.902289119,-0.0504313060000001,-0.750771861,28.28246609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.54441210811395,4.6
485,3,6,-1.285101835,0.134717149,0.958407055,31.85685437,0.418742208999999,-0.73844828,0.0831570890000002,-0.300410953,-2.207780603,0.115356960000001,0.680134070999999,0.841323743999999,-1.388455776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.423603921303491,76.1
485,3,7,1.120950447,-2.127407756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.395015280556681,21.4
485,3,8,0.938479448,3.750391003,0.127748254,0.911232245000001,-0.261757641999999,0.249055627000001,2.234489591,0.671362789,0.217640183,0.350636276,1.964680367,-2.890456465,0.865489752,0.553731481,-0.247566391,0.392420706000001,-0.253294907999999,-1.643664323,-1.937014335,-0.865436580999999,0.990464368,-0.535567916,0.0281789400000001,-0.352025895,0.19831881,-0.572943748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42457189140256,92
485,3,9,0.857531238,0.213742576,0.301764966,-0.0675113309999995,0.713791923,0.261166094,-0.168160797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.634508363466803,80.9
485,3,10,-0.217525509,1.569438572,-2.210129368,0.230047322,-0.0323011339999999,-0.0506479739999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.120117750255898,43.1
485,3,11,-0.535611651,0.113334969999999,0.856783159,-0.0675113309999995,0.135142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174619428575175,65.3
485,3,12,0.893914385,-3.063835142,-0.123895277,0.272595772,1.293742654,-4.399833196,-0.771731581,-0.278726889000001,0.4126517,-1.351095853,0.816517773,-0.328583531,-2.016433801,-1.939022419,0.947745363,-1.029606951,-0.736063730000001,0.21743376,-0.0580542179999997,0.635477125,1.353450306,-0.349592394,-0.076827873,1.791397646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.621649211130418,20.8
485,3,13,-1.755257895,-2.615942816,-0.164168503,-0.541915910999999,-0.214944787,-0.21449318,-0.806808222,0.0141048719999999,0.19831881,0.819570960000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.815568762324219,16.5
485,3,14,1.30116565,-0.0504313060000001,-3.373986524,1.293742654,0.0764204139999993,-2.03290302,-0.776217955,0.947745363,-0.320979212999999,21.29696942,-0.0580542179999997,-0.917390604,0.713307659,-0.040448638,-0.461850282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.225773839877613,35.1
485,3,15,4.885220959,-0.535611651,-0.750771861,1.324448963,-0.5430463,-0.46632804,0.607799611,0.122993199000001,-0.0870856690000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32667901003128,31.7
485,3,16,-2.058982417,0.0105482639999996,1.377376656,1.500977423,0.847073118,-0.0778492909999997,12.417176777,1.843539008,0.980555523000001,-0.903275293,0.140248193000001,-0.0421228769999988,0.0184502699999998,-0.634349085999999,-0.385167491000001,1.214097326,-0.114585563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0653255741131751,60.7
485,3,17,-5.202699554,-0.132166456,1.257992697,-0.882207162,-1.506282556,1.362397859,0.341279543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.369330438272243,28.4
485,3,18,-4.812271665,1.202896075,0.236203792,0.634338208,28.51391368,-0.956742724000001,0.847073118,-2.104030452,9.502134506,0.714785368999999,1.900800036,-1.67940001,-0.619316135,0.845664240000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95231563142525,99
485,3,19,-0.0504313060000001,5.310874591,1.293742654,0.169323465,-0.529631480000001,-0.738419268,23.308764761,-0.776217955,0.968110912,-0.957448433,-0.321683420999999,1.137456434,-0.461850282,-0.958777569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.778938370164641,16.2
485,3,20,-0.25908221,-0.680911365,0.113334969999999,0.282446844,1.337399818,0.23660306,-0.243968794,-0.691051077,0.215843098,-0.499030032999999,24.56485757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315154898401433,72.4
485,3,21,-0.680911365,-2.418893124,-0.44419969,0.169323465,-2.309686598,0.310880554,1.265168464,-1.263450823,-0.168638044,-1.008563323,-0.498771136999999,0.463337275,0.25186071,1.362397859,-0.389144066000001,-0.984732128999999,-0.239640851999999,-0.535567916,0.66535016,-1.634701633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.46373251510153,1
485,3,22,-2.373773044,3.168966073,1.064412369,-0.0123232770000001,0.104233705,0.090394911,1.265168464,-1.939022419,-3.145447091,-0.179278059,-0.535234393000001,0.418742208999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106518783705054,59.8
485,3,23,-1.632761728,-1.242006134,-0.401302961,-0.479751807,-2.608388315,0.282446844,1.270158531,1.648611599,0.33634791,0.605278704,-0.0675113309999995,-0.116786574,-0.460196041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49567192688386,25.9
485,3,24,-1.046324834,-0.217525509,-1.050021388,5.125507565,1.445863637,-3.726370604,-0.693339515,0.350636276,0.108998895999999,-0.900231463,-2.309686598,-0.849011112,-0.618597856,-0.882207162,-0.847758962,-1.051335956,-0.160676389,-0.251083661,-0.300760993999999,2.050465578,-0.0849806769999999,-0.892327964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.71760418065545,0.1
485,3,25,-0.389144066000001,0.186645429999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.249879844289097,41.3
485,3,26,2.757359371,-1.583333555,0.389567415,0.288092851,1.525047687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.749638435270616,83.1
485,3,27,1.064412369,-3.063835142,-0.278726889000001,0.816517773,27.87989506,0.865489752,28.28246609,-0.244158246,0.19831881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47432699566288,97.4
485,3,28,3.505501077,-0.693339515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282528304922654,91
487,1,1,0.461062961,-0.843499108,0.516776205,18.002697039,-0.0976602629999999,0.0129808109999994,-0.422217086,0.118113108999999,-0.217324158999999,-0.0453239910000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.170234804298892,42.6
487,1,2,-1.750044651,-0.233690878,0.863051273,-0.0851829580000003,-0.123905901000001,-0.828038319,0.0496818139999999,0.141320861,0.103573376,0.109232284,-0.148863236,0.724993544,0.298170466999999,-0.0130572820000001,0.279498124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572633266714606,83.4
487,1,3,0.869107436,0.964713548,-1.142118917,-0.786684201,-0.538122971,-1.627768419,-0.569295138,2.098260771,0.949597984,0.00888003800000003,-0.0210915259999993,0.189021481,-0.314194569,-0.142066719,0.137523493,-0.243404883999999,0.107591587,-0.143390964999999,1.67584036,-1.997405026,0.51710343,-0.632162319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.22548852948526,7
487,1,4,1.931552768,-4.035947668,0.562271463,1.924213518,0.304036391,0.664207638,-1.0674329,-0.118842769,0.063506668,0.366280274999999,-0.375234504000001,0.586168536000001,-0.625396793,0.592427574,0.0351733689999998,-1.022158845,-0.0318275950000002,-0.125700949,0.622373004,-0.661338495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.698830843981597,85.5
487,1,5,-0.538896786,0.188945525,0.746589713,1.704505332,9.850405731,0.077003118,0.0120234850000003,-0.00739282500000016,-0.447316074,-0.358301327,-0.00469509900000009,0.181778302000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.394458047514648,75.2
487,1,6,0.391038891,-0.164264165,1.087368295,1.204325091,2.40937687,-3.468579829,-0.229979875,-0.0653925640000006,-2.26195703,-0.0226460559999997,0.448570178,0.045567942,0.0438856259999998,0.487691242,0.425609617,0.0282331190000003,0.0363555069999997,-1.931355463,-0.00276152300000021,-0.287822837,-0.447316074,-0.0276871779999999,0.558701029,1.744279343,-0.0626108009999999,0.0237618280000005,0.126455571,-0.0812573920000004,-0.036860667,-0.0134353389999999,0.0127530419999999,-0.0877877909999993,-0.0124308580000001,-0.687990657,-0.127614813,0.1314759,-0.213171871999999,-0.0981078429999993,-0.167963723,-0.0419082899999994,-0.00217685299999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.186256114857056,38.4
487,1,7,-0.362022702,-1.093273037,-0.685856223,-0.138499769,0.181938263,2.051028047,-0.195633544,-0.125252896,0.0176402410000005,0.366288609000001,-0.928388778,0.38095923,-0.341116144,0.713214119,-0.477385721,0.120889264,0.0625045829999999,0.0344402779999999,0.731669553,-0.500394222,-1.159539245,-0.90298372,-0.369057148,0.517836846,0.686771668,1.512810834,1.50231938,-0.0131071820000002,0.137523493,0.538880247,-0.0737595090000003,0.107591587,0.0111621500000001,-0.0795208879999998,-0.0376479949999999,0.0837724149999999,-0.670989395,-1.891866938,0.190218685,-0.773349190999999,-0.63617567,-0.636850450000001,0.119621572000001,0.000900345000000691,0.1313084,-0.662458723,0.00701685299999966,-0.632162319,-0.00217685299999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175300261971086,62.9
487,1,8,8.779284145,-0.483894964,0.237382172,-0.24150166,0.205950159,-0.0372619579999998,0.24964599,0.32365705,0.237901318,-0.865465731,0.0169273280000004,-0.0292708170000004,0.057697031,0.885475425,0.00339417100000006,-0.0633298899999994,0.0507914439999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.613349227270041,83
487,1,9,-0.0776759820000001,0.746589713,-1.595008656,-0.00199759799999999,0.0745818389999999,-0.866280263,0.0268484999999998,0.635631118,0.00582829900000004,-0.136355947,-0.00232550399999987,0.0097832320000002,-0.010447632,0.131135495,0.00810641500000031,-0.0598314179999999,0.00653155200000022,0.0355131950000001,-0.486719528999999,0.144265830999999,-0.0935543020000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13048082104737,66.3
487,1,10,-2.320703445,0.391038891,-0.786684201,0.0814949079999998,-0.538122971,-0.47499026,4.784385756,-0.27618775,0.0167335209999999,22.232565378,0.0371298230000008,-0.0705850960000003,-0.0531672579999998,0.0704009499999998,-0.132944097,0.553430132,0.519793315,-0.244716319,0.538880247,0.154445195,-0.0376479949999999,-2.208814192,-0.143390964999999,-0.210728711000001,-0.418582054000001,-0.159676071,0.0155144619999996,0.311558139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.72169608474326,15.9
487,1,11,0.12347326,0.192060611,0.0494123490000002,-0.665772647,-1.037528322,0.746507599,-0.656560142,0.548573245,0.307760754,-0.163232876,0.990995035,0.00266721199999953,0.384370324,0.135814045,-0.000915135000000511,-0.00745523500000012,-0.00202048299999991,-0.00772533699999967,-0.0399194179999993,-0.377273227,0.476498139,-1.448919179,1.417472944,1.056902754,-0.243404883999999,0.271174959,-0.689533606,0.150716731,-0.189693663000001,-0.12517908,0.223896284,-0.0939484300000002,0.420640376000001,0.394372167999999,0.18169358,-0.820769487,-0.203216471,-0.0401830079999996,0.119120886,-0.0175168680000004,1.134789693,0.356690288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.807539154899228,84.9
487,1,12,-0.44140688,2.363578357,-1.142118917,-2.076576895,1.167157377,-0.111122458,0.0631911720000002,-0.106447935,-0.0634006000000005,-0.331229282000001,0.0438856259999998,0.156787328,0.107448684,0.0203682479999996,-0.210728711000001,0.524173423,0.0125164259999995,-2.414035975,0.0124410280000005,-0.0419082899999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.170814654258712,42.2
487,1,13,0.461062961,-0.0776759820000001,-0.616548866,-0.0403129120000001,-0.286631115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.330052388025427,26.2
487,1,14,-0.242951339,0.927925619,0.868969795,-0.916482538,-0.475357861,0.949597984,0.0731658660000001,-0.121119698,0.762368249,0.125908173,-0.466538099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.578178304073087,82.9
487,1,15,0.36546638,-0.843116185,-0.00187856500000017,-0.138499769,0.781289035,0.364984896,-0.968680721,-1.513425431,1.088390901,1.040800545,-0.294012231,-1.412464708,2.629273474,-0.372668702,-0.107726508,0.118441734,0.273311033,0.148941677,0.00587143299999981,-0.646440061,-0.0400040440000002,0.638109394,-0.0472065150000001,-0.024448601,-0.490891408,-0.0194637790000001,0.0694320939999999,-0.76587025,0.731669553,0.41075049,0.650969611000001,-0.591965297,0.937359576,1.125863343,0.851220273,0.310632288,-0.0135275200000002,0.421888448,0.327344235,1.889839573,0.0262636870000001,0.00979196899999968,0.883281146,-0.00435021799999991,-0.252135893,0.654634992,-0.323860902,0.309345227,1.342025099,-0.219070898,-1.541832511,-0.044457237,-0.114724698,-0.548973317999999,0.295232963,0.11871629,-0.0459110840000001,-0.0774596120000002,0.230272242,-0.01583253,-0.00531314799999993,0.279498124,-0.118998053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.558281511736272,76.5
487,1,16,-1.34508009,0.504069855,0.301868555,-0.814964413,0.316389812,0.268430679,-2.321198928,1.242491634,2.40937687,0.322729825,-1.384499993,-0.506460807,-1.399618341,-0.537831188999999,-0.83602798,21.970676414,-0.374477443,-0.190693274,-0.687971301,-0.0219029700000002,-0.0086464580000003,-0.644204213,-0.388222416,0.249705827,-0.278942947,-0.540807572,-0.0412436170000001,-0.862857920000001,-0.546347155,-6.184039552,-0.488070737,0.0872724680000001,0.357584881999999,-0.00426926999999999,0.0039206079999996,-0.0392140660000004,-0.110629068,0.0237618280000005,-0.0811401109999998,-0.0386438819999997,0.00081730200000063,-0.0203667320000003,-0.325073192,-0.381847244999999,-0.0516924510000001,-0.0598314179999999,-0.265673262,0.0135482800000002,-0.0166878109999997,0.241565744,-0.0648879000000004,0.310113428999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55126481939311,5.2
487,1,17,-0.916482538,-0.836921035,-0.390049244,-0.135090329000001,-0.375234504000001,0.51534712,-0.268180635,-0.00466759900000024,0.457192703,-0.290200549,-0.0310273799999994,-0.0194968059999998,-0.850992968,0.526495451,0.0198760910000004,-2.795833537,-0.311335933000001,0.507492917,-0.00392941700000016,-0.387955656,0.387459068,-0.0376543320000002,0.129896233999999,0.82546703,0.428823627000001,0.00515206800000012,0.454432499,-0.0522689679999999,0.113538259,1.441717436,-0.137022329000001,-0.502382598,-0.121979247,0.071601426,-0.00442705800000009,0.24658537,0.219817436,0.0633430690000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0259044928159838,55.4
